CBSA,MDIV,STCOU,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021
19780,,19121,"Madison County, IA",County or equivalent,15679,15681,15739,15740,15641,15483,15616,15720,15796,16000,16206,16338,16548,16626,16773
39940,,16065,"Madison County, ID",County or equivalent,37536,37548,37592,37908,37662,37527,37900,37989,38972,39370,39261,39907,52913,52876,53881
41180,,17119,"Madison County, IL",County or equivalent,269282,269298,269310,268636,268072,267268,266566,265996,265641,265251,264026,262966,265859,265498,264490
26900,,18095,"Madison County, IN",County or equivalent,131636,131637,131619,131002,130197,130303,129736,129388,129329,129418,129573,129569,130129,130065,130782
40080,,21151,"Madison County, KY",County or equivalent,82916,82913,83468,84775,85394,85934,87080,88212,89532,91170,92107,92987,92701,92920,94666
27140,,28089,"Madison County, MS",County or equivalent,95203,95203,95538,96956,98059,99485,100841,102453,103852,104584,105648,106272,109145,109222,109813
11700,,37115,"Madison County, NC",County or equivalent,20764,20782,20777,20845,20882,21147,21187,21146,21367,21563,21665,21755,21193,21209,21502
35740,,31119,"Madison County, NE",County or equivalent,34876,34876,34961,35005,35084,35147,35083,34999,34979,35132,35189,35099,35585,35473,35337
45060,,36053,"Madison County, NY",County or equivalent,73442,73452,73440,72887,72414,72457,72210,71636,71387,70942,71117,70941,68016,67890,67658
18140,,39097,"Madison County, OH",County or equivalent,43435,43438,43434,43114,42991,43256,43980,44139,43377,44041,44389,44731,43824,43823,44386
27180,,47113,"Madison County, TN",County or equivalent,98294,98303,98249,98084,98505,98730,98134,97569,97478,97491,97603,97984,98823,98777,98775
47900,47894,51113,"Madison County, VA",County or equivalent,13308,13306,13300,13141,13132,13090,13030,13047,13081,13212,13248,13261,13837,13837,13942
36820,,19123,"Mahaska County, IA",County or equivalent,22381,22382,22408,22501,22398,22421,22363,22312,22186,22211,22018,22095,22190,22148,21984
49660,,39099,"Mahoning County, OH",County or equivalent,238823,238787,238381,237363,235702,234393,233391,231846,230269,229791,229216,228683,228614,227948,226762
36620,,41045,"Malheur County, OR",County or equivalent,31313,31316,31349,30964,30751,30634,30344,30211,30340,30385,30553,30571,31571,31608,31693
47900,47894,51683,"Manassas city, VA",County or equivalent,37821,37799,38212,39101,40284,41082,41142,41409,41189,41141,41046,41085,42772,42728,42708
47900,47894,51685,"Manassas Park city, VA",County or equivalent,14273,14243,14449,15067,15397,15896,15916,16129,16456,17149,17718,17478,17219,17140,17002
35840,,12081,"Manatee County, FL",County or equivalent,322833,322879,323424,327549,333844,341855,350865,362548,375373,385506,394387,403253,399710,401443,412703
31820,,55071,"Manitowoc County, WI",County or equivalent,81442,81444,81331,81038,80726,80485,79951,79483,79348,79099,79015,78981,81359,81250,81505
48140,,55073,"Marathon County, WI",County or equivalent,134063,134061,134050,134339,134368,134884,135133,135314,135101,135452,135421,135692,138013,137954,137648
38060,,4013,"Maricopa County, AZ",County or equivalent,3817117,3817365,3825110,3874996,3947505,4017723,4093648,4172905,4256143,4327184,4402403,4485414,4420568,4438342,4496588
41860,42034,6041,"Marin County, CA",County or equivalent,252409,252430,252904,255376,256061,258409,260359,260916,260562,259749,259662,258826,262321,261776,260206
31940,,55075,"Marinette County, WI",County or equivalent,41749,41749,41663,41415,41350,41288,41048,40649,40255,40300,40402,40350,41872,41869,41875
36100,,12083,"Marion County, FL",County or equivalent,331298,331299,331331,332286,333873,335083,338005,342182,347469,353339,359062,365579,375908,377370,385915
17980,,13197,"Marion County, GA",County or equivalent,8742,8738,8741,8701,8672,8580,8632,8558,8468,8403,8373,8359,7498,7520,7440
37800,,19125,"Marion County, IA",County or equivalent,33309,33307,33225,33270,33274,33014,33269,33109,33146,33091,33259,33253,33414,33377,33380
16460,,17121,"Marion County, IL",County or equivalent,39437,39437,39416,39141,39008,38669,38555,38359,38045,37726,37381,37205,37729,37613,37390
26900,,18097,"Marion County, IN",County or equivalent,903393,903375,904591,911217,919786,929922,935935,939843,945685,950537,958700,964582,977203,976770,971102
25300,,29127,"Marion County, MO",County or equivalent,28781,28781,28787,28786,28746,28769,28766,28697,28689,28585,28540,28530,28525,28470,28518
32020,,39101,"Marion County, OH",County or equivalent,66501,66505,66458,66599,66277,65964,65791,65431,65467,65076,65427,65093,65359,65363,65291
41420,,41047,"Marion County, OR",County or equivalent,315335,315338,315941,318047,319867,321471,324433,329060,335382,340531,345412,347818,345920,346202,347119
16860,,47115,"Marion County, TN",County or equivalent,28237,28222,28220,28099,28226,28326,28405,28397,28383,28406,28598,28907,28837,28834,28877
21900,,54049,"Marion County, WV",County or equivalent,56418,56433,56548,56692,56760,56723,56792,56761,56504,56349,56091,56072,56205,56157,56001
13500,,45069,"Marlboro County, SC",County or equivalent,28933,28935,28917,28585,28259,28060,28037,27585,26979,26691,26392,26118,26667,26537,26382
32100,,26103,"Marquette County, MI",County or equivalent,67077,67071,67078,67455,67826,67773,67771,67326,66532,66493,66381,66699,66017,65931,66103
10700,,1095,"Marshall County, AL",County or equivalent,93019,93019,93122,93895,94260,94356,94257,94585,95113,95572,96170,96774,97612,97608,98228
32260,,19127,"Marshall County, IA",County or equivalent,40648,40648,40722,41013,41032,40995,40722,40352,40135,40078,39888,39369,40105,40059,39853
37900,,17123,"Marshall County, IL",County or equivalent,12640,12646,12637,12487,12259,12128,11966,11925,11881,11668,11483,11438,11742,11691,11663
38500,,18099,"Marshall County, IN",County or equivalent,47051,47050,47000,46938,46942,46910,46920,46733,46586,46433,46296,46258,46095,46018,46121
32820,,28093,"Marshall County, MS",County or equivalent,37144,37151,37062,36756,36551,36457,36173,35891,35785,35590,35436,35294,33752,33754,33725
30280,,47117,"Marshall County, TN",County or equivalent,30617,30611,30687,30848,30971,31140,31287,31590,32035,33020,33806,34375,34318,34441,34984
48540,,54051,"Marshall County, WV",County or equivalent,33107,33131,33094,32936,32826,32643,32360,32215,31720,31252,30821,30531,30591,30444,30115
38940,,12085,"Martin County, FL",County or equivalent,146318,146852,146909,147871,148981,151126,153119,155559,158325,159701,160742,161000,158431,158529,159942
21860,,27091,"Martin County, MN",County or equivalent,20840,20843,20805,20624,20459,20422,20244,20036,19904,19866,19772,19683,20025,19970,19915
33260,,48317,"Martin County, TX",County or equivalent,4799,4799,4809,4884,4980,5272,5462,5646,5616,5531,5681,5771,5237,5250,5211
32300,,51690,"Martinsville city, VA",County or equivalent,13821,13814,13760,13596,13492,13416,13317,13259,12996,12823,12627,12554,13485,13422,13517
32500,,21161,"Mason County, KY",County or equivalent,17490,17490,17505,17546,17460,17323,17133,17050,17167,17192,17080,17070,17120,17085,16931
31220,,26105,"Mason County, MI",County or equivalent,28705,28689,28717,28643,28660,28668,28732,28738,28810,28996,29084,29144,29052,29064,29383
43220,,53045,"Mason County, WA",County or equivalent,60699,60689,60733,60870,60681,60474,60604,60991,62142,63740,65380,66768,65726,66028,67615
38580,,54053,"Mason County, WV",County or equivalent,27324,27348,27368,27316,27217,27144,27153,27089,26938,26806,26752,26516,25453,25356,25157
37140,,17127,"Massac County, IL",County or equivalent,15429,15431,15380,15281,15066,14847,14756,14567,14440,14291,14023,13772,14169,14125,13960
13060,,48321,"Matagorda County, TX",County or equivalent,36702,36702,36709,36681,36544,36500,36478,36766,37088,36805,36566,36643,36255,36269,36344
11260,,2170,"Matanuska-Susitna Borough, AK",County or equivalent,88995,88985,89732,91725,93677,95880,98103,101062,104119,106232,107115,108317,107081,107460,110686
47260,,51115,"Mathews County, VA",County or equivalent,8978,8976,8974,8944,8911,8898,8813,8834,8769,8709,8792,8834,8533,8524,8546
27980,,15009,"Maui County, HI",County or equivalent,154834,154840,155020,156936,158889,161004,163036,163904,165350,166146,166972,167417,164754,164655,164221
34980,,47119,"Maury County, TN",County or equivalent,80956,80932,81172,81528,82054,83618,85384,87425,89556,92237,94273,96387,100974,101700,104760
20580,,48323,"Maverick County, TX",County or equivalent,54258,54258,54432,55260,55765,56532,57115,57720,58041,58111,58276,58722,57887,57844,58056
36420,,40087,"McClain County, OK",County or equivalent,34506,34503,34733,35196,35580,36457,37244,37973,38597,39306,39887,40474,41662,41887,43516
43620,,46087,"McCook County, SD",County or equivalent,5618,5618,5609,5542,5566,5594,5548,5483,5508,5561,5601,5586,5682,5661,5695
37140,,21145,"McCracken County, KY",County or equivalent,65565,65539,65515,65794,65584,65337,65318,64948,65304,65364,65307,65418,67875,67836,67454
31380,,17109,"McDonough County, IL",County or equivalent,32612,32616,32634,32521,32558,32253,31799,31449,30907,30373,29984,29682,27238,27079,26828
32000,,37111,"McDowell County, NC",County or equivalent,44996,45002,45102,45053,44999,45021,45007,44967,44866,45083,45465,45756,44578,44536,44717
12260,,13189,"McDuffie County, GA",County or equivalent,21875,21867,21803,21614,21630,21499,21524,21462,21456,21511,21532,21312,21632,21587,21633
16980,16984,17111,"McHenry County, IL",County or equivalent,308760,308882,309112,308504,308230,307605,307404,307572,307159,307815,308251,307774,310229,309770,311122
33500,,38049,"McHenry County, ND",County or equivalent,5395,5392,5402,5501,5800,5908,5977,5975,5970,5890,5808,5745,5345,5322,5249
15260,,13191,"McIntosh County, GA",County or equivalent,14333,14330,14311,14223,13883,14027,14064,14031,14057,14080,14322,14378,10975,10982,11123
14620,,42083,"McKean County, PA",County or equivalent,43450,43461,43345,43138,43145,42808,42643,42400,41670,41362,40950,40625,40432,40306,39941
23700,,35031,"McKinley County, NM",County or equivalent,71492,71485,71673,72332,72365,72665,72796,73462,73028,72423,71911,71367,72902,72630,71780
14010,,17113,"McLean County, IL",County or equivalent,169572,169577,169810,170909,172721,175037,174105,173141,173070,172754,172410,171517,170954,170870,170889
36980,,21149,"McLean County, KY",County or equivalent,9531,9540,9515,9508,9490,9453,9407,9395,9337,9216,9258,9207,9152,9114,9100
47380,,48309,"McLennan County, TX",County or equivalent,234906,234903,235917,237852,239368,241443,243166,245444,247553,251631,254196,256623,260579,261023,263115
26780,,27085,"McLeod County, MN",County or equivalent,36651,36645,36589,36343,35933,35900,35775,35814,35749,35876,35827,35893,36771,36701,36735
11940,,47107,"McMinn County, TN",County or equivalent,52266,52287,52176,52335,52441,52431,52675,52502,52700,52931,53336,53794,53276,53315,54059
32700,,20113,"McPherson County, KS",County or equivalent,29180,29186,29128,29154,29221,29415,28896,28648,28429,28687,28528,28542,30223,30160,30146
35820,,31117,"McPherson County, NE",County or equivalent,539,539,539,551,509,528,510,489,503,493,490,494,399,396,379
21060,,21163,"Meade County, KY",County or equivalent,28602,28613,28714,29643,29255,29240,29086,27725,27959,28033,28623,28572,30003,29981,30131
39660,,46093,"Meade County, SD",County or equivalent,25434,25440,25484,25499,25843,26401,26721,26770,27339,27941,28204,28332,29852,29853,30173
16740,,37119,"Mecklenburg County, NC",County or equivalent,919628,919664,923242,943823,967063,990677,1010229,1033238,1056901,1078128,1093750,1110356,1115482,1118340,1122276
13660,,26107,"Mecosta County, MI",County or equivalent,42798,42798,42853,43455,43497,43260,43200,43005,43141,43258,43400,43453,39714,39781,40031
17460,,39103,"Medina County, OH",County or equivalent,172332,172333,172509,173504,173623,174639,175855,176126,176876,178176,178978,179746,182470,182550,183092
41700,,48325,"Medina County, TX",County or equivalent,46006,45993,46114,46507,46796,47238,47830,48402,49254,50183,50862,51584,50748,50920,51981
44100,,17129,"Menard County, IL",County or equivalent,12705,12705,12696,12698,12691,12572,12508,12356,12398,12293,12289,12196,12297,12265,12164
46380,,6045,"Mendocino County, CA",County or equivalent,87841,87850,87799,87334,87288,87054,87225,87107,87285,87576,87401,86749,91601,91354,91305
34460,,21165,"Menifee County, KY",County or equivalent,6306,6309,6371,6419,6338,6341,6304,6373,6449,6465,6437,6489,6113,6115,6194
31940,,26109,"Menominee County, MI",County or equivalent,24029,24029,23968,23868,23731,23725,23520,23476,23208,22981,22927,22780,23502,23423,23299
43020,,55078,"Menominee County, WI",County or equivalent,4232,4232,4269,4372,4363,4383,4507,4509,4527,4599,4595,4556,4255,4255,4289
32900,,6047,"Merced County, CA",County or equivalent,255793,255796,256721,259297,260867,262026,264419,266353,267628,271096,274151,277680,281202,281726,286461
19340,,17131,"Mercer County, IL",County or equivalent,16434,16434,16409,16316,16163,16075,15901,15746,15602,15608,15551,15437,15699,15633,15582
45940,,34021,"Mercer County, NJ",County or equivalent,366513,367485,367713,367378,368554,369429,368909,368124,367699,368168,368188,367430,387340,386759,385898
16380,,39107,"Mercer County, OH",County or equivalent,40814,40816,40788,40715,40705,40615,40730,40723,40715,40858,40952,41172,42528,42471,42309
49660,,42085,"Mercer County, PA",County or equivalent,116638,116663,116605,116150,115637,115129,114675,113624,112598,111473,110471,109424,110652,110333,109972
14140,,54055,"Mercer County, WV",County or equivalent,62264,62265,62336,62560,62419,61911,61759,61133,60632,59869,59202,58758,59664,59462,59097
12060,,13199,"Meriwether County, GA",County or equivalent,21992,21978,21818,21598,21335,21217,21208,21173,21074,21021,21094,21167,20613,20619,20793
24260,,31121,"Merrick County, NE",County or equivalent,7845,7859,7852,7760,7845,7830,7788,7805,7838,7859,7733,7755,7668,7659,7665
18180,,33013,"Merrimack County, NH",County or equivalent,146445,146451,146388,146867,147105,147497,148161,148649,149063,149830,150650,151391,153808,153922,155238
24300,,8077,"Mesa County, CO",County or equivalent,146723,146733,146259,147174,147317,147175,147113,148025,149736,151170,152951,154210,155703,155939,157335
23980,,21169,"Metcalfe County, KY",County or equivalent,10099,10116,10147,10070,9983,9960,9997,9925,10020,10093,10070,10071,10286,10271,10349
37940,,18103,"Miami County, IN",County or equivalent,36903,36905,36810,36649,36529,36167,36070,36004,36043,35864,35646,35516,35962,35924,36081
28140,,20121,"Miami County, KS",County or equivalent,32787,32781,32882,32737,32669,32834,32868,32758,32923,33429,33737,34237,34191,34183,34593
19430,,39109,"Miami County, OH",County or equivalent,102506,102503,102487,102734,102934,103213,103856,104075,104553,105200,106042,106987,108774,108821,109264
33100,33124,12086,"Miami-Dade County, FL",County or equivalent,2496435,2497993,2506972,2544531,2576554,2609692,2634269,2659839,2692213,2713295,2714854,2716940,2701767,2692459,2662777
25540,,9007,"Middlesex County, CT",County or equivalent,165676,165672,165616,166174,165634,165329,164786,163724,163292,162942,162870,162436,164245,163923,164759
14460,15764,25017,"Middlesex County, MA",County or equivalent,1503085,1503133,1507681,1524848,1542867,1560204,1574993,1585432,1594664,1603943,1608470,1611699,1632002,1629422,1614742
35620,35154,34023,"Middlesex County, NJ",County or equivalent,809858,810038,810758,815198,819344,821743,824160,825546,825457,827363,826172,825062,863162,861908,860807
33220,,26111,"Midland County, MI",County or equivalent,83629,83621,83651,83805,83721,83651,83492,83662,83422,83314,83223,83156,83494,83476,83457
33260,,48329,"Midland County, TX",County or equivalent,136872,136872,136974,140224,147332,152356,156725,162328,163850,165318,172505,176832,169983,170221,167969
30380,,42087,"Mifflin County, PA",County or equivalent,46682,46679,46641,46747,46754,46629,46490,46427,46316,46290,46211,46138,46143,46073,46136
33460,,27095,"Mille Lacs County, MN",County or equivalent,26097,26097,26078,25847,25635,25658,25562,25494,25594,25861,26100,26277,26459,26410,26867
45500,,5091,"Miller County, AR",County or equivalent,43462,43462,43562,43762,43663,43402,43458,43792,43713,43736,43362,43257,42600,42570,42649
36540,,19129,"Mills County, IA",County or equivalent,15059,15059,15076,15029,14873,14905,14760,14882,15053,15060,15068,15109,14484,14405,14465
33340,,55079,"Milwaukee County, WI",County or equivalent,947735,947728,948285,951324,954595,957443,958426,958421,954841,950172,946969,945726,939489,938149,928059
19060,,54057,"Mineral County, WV",County or equivalent,28212,28225,28205,28057,27886,27691,27567,27417,27375,27223,26953,26868,26938,26877,26857
15420,,16067,"Minidoka County, ID",County or equivalent,20069,20055,20083,20207,20152,20400,20339,20430,20613,20722,20719,21039,21613,21674,21955
43620,,46099,"Minnehaha County, SD",County or equivalent,169468,169474,169955,171452,174766,177981,180822,183439,186268,189538,190992,193134,197214,197511,199685
15620,,26113,"Missaukee County, MI",County or equivalent,14849,14851,14816,14902,15006,15058,14978,14882,15018,15020,15101,15118,15052,15067,15130
14180,,5093,"Mississippi County, AR",County or equivalent,46480,46481,46399,46031,45553,44695,44247,43729,42900,42112,41236,40651,40685,40503,39661
33540,,30063,"Missoula County, MT",County or equivalent,109299,109296,109467,110245,111042,111900,112801,114122,116349,117834,118640,119600,117922,118238,119533
33660,,1097,"Mobile County, AL",County or equivalent,412992,413139,413315,413068,413816,413918,414149,414462,414945,414045,413908,413210,414809,414250,413073
18780,,8081,"Moffat County, CO",County or equivalent,13795,13791,13794,13423,13171,13126,12934,12939,13144,13088,13183,13283,13292,13267,13185
29420,,4015,"Mohave County, AZ",County or equivalent,200186,200182,200314,202812,203347,203126,203423,204574,205412,207017,209292,212181,213267,214070,217692
27620,,29135,"Moniteau County, MO",County or equivalent,15607,15605,15626,15706,15669,15742,15809,15873,15991,16047,16186,16132,15473,15464,15484
35620,35154,34025,"Monmouth County, NJ",County or equivalent,630380,630362,630461,629119,627641,626912,625512,624079,622971,621990,620459,618795,643615,643163,645354
34060,,54061,"Monongalia County, WV",County or equivalent,96189,96184,96754,99018,100915,102266,103480,104681,105643,105782,105651,105612,105822,105916,106387
28580,,12087,"Monroe County, FL",County or equivalent,73090,73090,73220,73967,74560,75813,76261,76648,76872,76483,74757,74228,82874,82809,82170
31420,,13207,"Monroe County, GA",County or equivalent,26424,26167,26179,26344,26373,26619,26667,26708,26905,27163,27503,27578,27957,28046,28712
41180,,17133,"Monroe County, IL",County or equivalent,32957,32949,32994,33214,33260,33457,33540,33739,33913,34179,34373,34637,34962,34898,34932
14020,,18105,"Monroe County, IN",County or equivalent,137974,137962,138566,140233,141484,142068,143403,144247,145757,146638,147230,148431,139718,139517,139875
33780,,26115,"Monroe County, MI",County or equivalent,152021,152031,151936,151496,150804,150139,149847,149353,149159,149449,150174,150500,154809,154796,155274
40380,,36055,"Monroe County, NY",County or equivalent,744344,744394,744580,746751,747344,748290,747364,745577,743770,742724,742864,741770,759443,758554,755160
20700,,42089,"Monroe County, PA",County or equivalent,169842,169841,169849,169891,168628,167355,167285,166481,166220,167895,169294,170271,168327,168248,169273
24340,,26117,"Montcalm County, MI",County or equivalent,63342,63342,63315,63266,63096,62794,62804,62763,62953,63527,63936,63888,66614,66515,67220
41500,,6053,"Monterey County, CA",County or equivalent,415057,415059,416373,420456,424788,426712,428475,430552,433953,434534,433950,434061,439035,438500,437325
33860,,1101,"Montgomery County, AL",County or equivalent,229363,229375,229505,229189,228874,228190,227551,227279,227170,227265,226504,226486,228954,228448,227434
47080,,13209,"Montgomery County, GA",County or equivalent,9123,9181,9144,9030,8887,8957,8982,8942,8985,9024,9168,9172,8610,8577,8653
18820,,18107,"Montgomery County, IN",County or equivalent,38124,38121,38098,38338,38177,38137,38150,38243,38238,38343,38274,38338,37936,37932,38063
17700,,20125,"Montgomery County, KS",County or equivalent,35471,35468,35349,34779,34472,34444,34090,33436,32859,32390,32091,31829,31486,31360,31156
34460,,21173,"Montgomery County, KY",County or equivalent,26499,26507,26549,26751,26860,27229,27365,27576,27666,27913,28109,28157,28114,28091,28219
47900,23224,24031,"Montgomery County, MD",County or equivalent,971777,971284,975602,991185,1005079,1015172,1024617,1032814,1038846,1046822,1048478,1050688,1062061,1061243,1054827
11220,,36057,"Montgomery County, NY",County or equivalent,50219,50264,50307,49911,49829,49743,49679,49564,49169,49163,49394,49221,49532,49433,49558
19430,,39113,"Montgomery County, OH",County or equivalent,535153,535200,535597,534558,534334,534270,532488,531777,531818,531467,531600,531687,537309,536629,535840
37980,33874,42091,"Montgomery County, PA",County or equivalent,799874,799840,800874,805281,808672,812586,815753,817180,819791,824303,826924,830915,856553,856947,860578
17300,,47125,"Montgomery County, TN",County or equivalent,172331,172362,173159,176504,184782,184252,189005,192398,194424,199771,205312,208993,220069,221160,227900
26420,,48339,"Montgomery County, TX",County or equivalent,455746,455747,459208,471415,484565,498392,517146,535753,555216,571615,589770,607391,620443,624938,648886
13980,,51121,"Montgomery County, VA",County or equivalent,94392,94422,94557,94737,95652,96589,97107,97317,98172,98142,98532,98535,99721,99508,98473
14100,,42093,"Montour County, PA",County or equivalent,18267,18256,18301,18367,18433,18399,18419,18299,18257,18270,18240,18230,18136,18115,18087
33940,,8085,"Montrose County, CO",County or equivalent,41276,41276,41186,40974,40650,40549,40585,40562,41151,41753,42206,42758,42679,42798,43168
38240,,37125,"Moore County, NC",County or equivalent,88247,88250,88594,89262,90191,91366,92816,94013,95405,97368,98805,100880,99727,100168,102763
46100,,47127,"Moore County, TN",County or equivalent,6362,6342,6330,6367,6289,6274,6285,6261,6293,6391,6457,6488,6461,6457,6644
20300,,48341,"Moore County, TX",County or equivalent,21904,21904,22005,22070,22430,22146,21986,21725,21641,21604,21083,20940,21358,21273,21118
29780,,35033,"Mora County, NM",County or equivalent,4881,4881,4893,4781,4684,4695,4613,4609,4533,4530,4487,4521,4189,4184,4196
33740,,22067,"Morehouse Parish, LA",County or equivalent,27979,27979,27873,27479,27375,26938,26652,26301,25894,25655,25324,24874,25629,25430,25025
19460,,1103,"Morgan County, AL",County or equivalent,119490,119490,119608,120024,120102,119571,119444,119257,119006,118918,119203,119679,123421,123336,123668
22820,,8087,"Morgan County, CO",County or equivalent,28159,28159,28241,28452,28248,28223,28103,28252,28199,28295,28769,29068,29111,29065,29008
12060,,13211,"Morgan County, GA",County or equivalent,17868,17871,17901,17907,17809,17682,17896,17948,18107,18373,18831,19276,20097,20174,20635
27300,,17137,"Morgan County, IL",County or equivalent,35547,35545,35503,35481,35317,35000,34673,34673,34632,34245,34027,33658,32915,32798,32606
26900,,18109,"Morgan County, IN",County or equivalent,68894,68926,69138,69233,69177,69344,69495,69559,69633,69793,70137,70489,71780,71802,72206
28940,,47129,"Morgan County, TN",County or equivalent,21987,21986,22019,21998,21892,21673,21699,21494,21741,21555,21534,21403,21035,21020,21254
36260,,49029,"Morgan County, UT",County or equivalent,9469,9469,9522,9653,9807,10207,10601,11039,11370,11829,11956,12124,12295,12392,12657
25180,,54065,"Morgan County, WV",County or equivalent,17541,17541,17491,17464,17427,17445,17516,17490,17626,17716,17830,17884,17063,17037,17221
35620,35084,34027,"Morris County, NJ",County or equivalent,492276,492281,492617,494792,495620,496030,494848,494259,493801,493920,493070,491845,509285,509001,510981
18140,,39117,"Morrow County, OH",County or equivalent,34827,34825,34790,34810,34834,34846,34937,34943,34922,34911,35113,35328,34950,34964,35151
25840,,41049,"Morrow County, OR",County or equivalent,11173,11175,11209,11226,11224,11196,11095,11130,11222,11198,11360,11603,12186,12191,12303
13900,,38059,"Morton County, ND",County or equivalent,27471,27469,27570,27721,28083,28929,29777,30249,30732,30938,31058,31364,33291,33333,33611
12380,,27099,"Mower County, MN",County or equivalent,39163,39167,39212,39351,39400,39330,39417,39492,39567,39773,40142,40062,40029,40049,40158
16420,,21177,"Muhlenberg County, KY",County or equivalent,31499,31499,31657,31528,31382,31323,31302,31245,31150,30925,30811,30622,30928,30875,30694
38900,,41051,"Multnomah County, OR",County or equivalent,735334,735146,737276,749742,760198,766532,778430,790008,803212,807885,809072,812855,815428,815871,803377
19140,,13213,"Murray County, GA",County or equivalent,39628,39628,39533,39365,39311,39178,39215,39430,39347,39803,39943,40096,39973,39938,39951
34700,,19139,"Muscatine County, IA",County or equivalent,42745,42803,42803,42842,42916,43010,43028,43068,42968,42872,42874,42664,43235,43113,42688
17980,,13215,"Muscogee County, GA",County or equivalent,189885,190570,191101,195271,198965,203225,200563,198702,196219,193836,194169,195769,206922,206960,205617
34740,,26121,"Muskegon County, MI",County or equivalent,172188,172194,171913,170026,170159,172273,172254,172447,173227,173645,173599,173566,175824,175817,176511
49780,,39119,"Muskingum County, OH",County or equivalent,86074,86086,86214,86243,85794,85649,85905,86194,85993,86123,86131,86215,86410,86342,86408
34780,,40101,"Muskogee County, OK",County or equivalent,70990,70997,71129,70763,70529,70172,69725,69319,69012,69027,68324,67997,66339,66160,66146
34860,,48347,"Nacogdoches County, TX",County or equivalent,64524,64524,64685,65655,65866,65193,65240,65462,65549,65317,65161,65204,64653,64624,64668
34900,,6055,"Napa County, CA",County or equivalent,136484,136535,136759,137691,138538,139580,140405,140862,140840,139878,138789,137744,138019,137608,136207
40580,,37127,"Nash County, NC",County or equivalent,95840,95829,95786,95740,95187,94421,94200,93786,93953,94019,94094,94298,94970,95027,95176
27260,,12089,"Nassau County, FL",County or equivalent,73314,73310,73513,74148,74519,75384,76250,77951,80055,82925,85936,88625,90352,90993,94189
35620,35004,36059,"Nassau County, NY",County or equivalent,1339532,1339880,1341669,1346223,1349616,1352193,1354705,1354840,1355952,1357293,1357534,1356924,1395774,1393978,1390907
35060,,22069,"Natchitoches Parish, LA",County or equivalent,39566,39569,39528,39386,39339,39118,39124,39004,39024,39042,38616,38158,37515,37349,37026
16220,,56025,"Natrona County, WY",County or equivalent,75450,75448,75470,76399,78565,81103,81377,82137,80909,79586,79175,79858,79955,80229,79555
43320,,4017,"Navajo County, AZ",County or equivalent,107449,107488,107697,107552,107313,107135,107701,107638,108467,109079,110242,110924,106717,106802,108147
18620,,48349,"Navarro County, TX",County or equivalent,47735,47840,47869,48074,48163,48036,47913,48181,48405,48739,49536,50113,52624,52784,53591
12680,,21179,"Nelson County, KY",County or equivalent,43437,43441,43629,44062,44401,44540,44858,45114,45497,45591,45813,46233,46738,46756,47098
16820,,51125,"Nelson County, VA",County or equivalent,15020,15015,14978,15020,14802,14800,14863,14760,14805,14800,14862,14930,14775,14732,14790
26260,,5099,"Nevada County, AR",County or equivalent,8997,9020,8997,9008,8909,8772,8645,8508,8378,8309,8308,8252,8310,8284,8187
46020,,6057,"Nevada County, CA",County or equivalent,98764,98747,98790,98701,98137,97938,98572,98676,98913,99367,99508,99755,102241,102199,103487
37980,48864,10003,"New Castle County, DE",County or equivalent,538479,538484,538752,541909,544848,548331,550768,553488,555058,555976,557550,558753,570719,570718,571708
48900,,37129,"New Hanover County, NC",County or equivalent,202667,202683,203284,205966,209045,212921,215963,219422,224809,228728,232256,234473,225702,226060,229018
35300,,9009,"New Haven County, CT",County or equivalent,862477,862442,863357,863871,864566,862820,862885,860186,857901,857748,856971,854757,864835,863498,863700
40060,,51127,"New Kent County, VA",County or equivalent,18429,18432,18543,18764,19149,19516,20019,20377,21009,21638,22317,23091,22945,23086,23897
35980,,9011,"New London County, CT",County or equivalent,274055,274070,274004,273037,274091,272976,271462,269636,268403,267419,266285,265206,268555,268248,268805
35620,35614,36061,"New York County, NY",County or equivalent,1585873,1586381,1588767,1608293,1623911,1627491,1630678,1636063,1635443,1630698,1629055,1628706,1694251,1687834,1576876
35140,,45071,"Newberry County, SC",County or equivalent,37508,37510,37609,37502,37531,37461,37660,37772,37934,38381,38443,38440,37719,37715,37996
39300,,44005,"Newport County, RI",County or equivalent,82888,83141,83176,83212,83206,83459,83351,83259,83164,82952,82547,82082,85643,85388,85264
47260,,51700,"Newport News city, VA",County or equivalent,180719,180955,180888,180078,180056,181275,181522,180958,180209,179447,178523,179225,186247,185916,184587
25460,,5101,"Newton County, AR",County or equivalent,8330,8315,8304,8251,8052,8042,7867,7846,7848,7815,7800,7753,7225,7198,7204
12060,,13217,"Newton County, GA",County or equivalent,99958,99967,100133,100444,100956,102040,103441,104884,106499,107846,109421,111744,112483,112780,115355
16980,23844,18111,"Newton County, IN",County or equivalent,14244,14239,14233,14086,14043,14028,14087,13971,13992,14027,13986,13984,13830,13796,13808
27900,,29145,"Newton County, MO",County or equivalent,58114,58118,58177,58563,58637,58378,58127,58138,58178,58191,58158,58236,58648,58613,59386
