CBSA,MDIV,STCOU,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021
18140,,39159,"Union County, OH",County or equivalent,52300,52331,52464,53095,52796,53436,53773,54388,55581,56798,57782,58988,62784,63077,64971
29260,,41061,"Union County, OR",County or equivalent,25748,25744,25731,25909,25802,25526,25637,25703,26061,26383,26701,26835,26196,26149,26212
30260,,42119,"Union County, PA",County or equivalent,44947,44963,45001,45111,45162,44735,44974,45519,45454,44642,45017,44923,42681,42625,42568
46420,,45087,"Union County, SC",County or equivalent,28961,28973,28930,28670,28206,28004,27923,27743,27666,27400,27324,27316,27244,27148,27016
43580,,46127,"Union County, SD",County or equivalent,14399,14398,14491,14642,14800,14759,14991,14925,15137,15277,15570,15932,16811,16832,16872
28940,,47173,"Union County, TN",County or equivalent,19109,19107,19116,19191,19105,19063,18991,19159,19219,19399,19689,19972,19802,19820,20040
33740,,22111,"Union Parish, LA",County or equivalent,22721,22774,22833,22757,22520,22454,22558,22487,22528,22398,22243,22108,21107,21124,21091
30980,,48459,"Upshur County, TX",County or equivalent,39309,39311,39377,39731,39918,39757,40280,40317,40771,41069,41179,41753,40892,40975,41774
45580,,13293,"Upson County, GA",County or equivalent,27153,27149,27054,26920,26562,26421,26161,26231,26245,26201,26185,26320,27700,27712,27720
39340,,49049,"Utah County, UT",County or equivalent,516564,516639,519998,530688,539685,551273,560649,572667,590288,606742,621520,636235,659399,663143,684986
46620,,48463,"Uvalde County, TX",County or equivalent,26405,26405,26443,26588,26746,26904,27022,26949,27081,27043,26787,26741,24564,24540,24729
19620,,48465,"Val Verde County, TX",County or equivalent,48879,48879,48971,48972,48976,49044,48845,48891,48911,49028,48988,49025,47586,47582,47564
10740,,35061,"Valencia County, NM",County or equivalent,76569,76585,76800,76960,76789,76491,75892,75661,75599,75884,76305,76688,76205,76329,77190
46780,,39161,"Van Wert County, OH",County or equivalent,28744,28759,28678,28625,28636,28347,28334,28319,28177,28283,28253,28275,28931,28878,28732
25780,,37181,"Vance County, NC",County or equivalent,45422,45408,45289,45288,45093,44491,44517,44459,44485,44281,44635,44535,42578,42529,42185
21780,,18163,"Vanderburgh County, IN",County or equivalent,179703,179701,179842,180468,181040,181580,181934,181504,181427,180954,181120,181451,180136,180158,179987
36340,,42121,"Venango County, PA",County or equivalent,54984,54988,54972,54682,54188,53811,53348,52954,52477,51790,51201,50668,50454,50275,49938
37100,,6111,"Ventura County, CA",County or equivalent,823318,823398,825097,830099,833516,838136,842297,845802,847323,849044,848142,846006,843843,842921,839784
19180,,17183,"Vermilion County, IL",County or equivalent,81625,81625,81640,81414,80862,80585,79783,79170,78494,77689,76702,75758,74188,73883,73095
29180,,22113,"Vermilion Parish, LA",County or equivalent,57999,57959,58085,58198,58636,59284,59534,59918,60074,59936,59886,59511,57359,57289,57204
45460,,18165,"Vermillion County, IN",County or equivalent,16212,16210,16116,16072,15923,15852,15659,15593,15593,15503,15510,15498,15439,15388,15341
22860,,22115,"Vernon Parish, LA",County or equivalent,52334,52361,52742,52270,54120,52815,52816,51431,51481,49789,48101,47429,48750,48582,48027
47020,,48469,"Victoria County, TX",County or equivalent,86793,86793,86883,87557,89116,90066,91042,92136,92402,92045,91878,92084,91319,91236,90964
45460,,18167,"Vigo County, IN",County or equivalent,107848,107852,107888,108330,108523,108200,107920,107533,107790,107569,107367,107038,106153,106007,105994
47260,,51810,"Virginia Beach city, VA",County or equivalent,437994,437903,438859,442583,445044,447706,448864,450304,450983,449896,449849,449974,459470,459373,457672
19660,,12127,"Volusia County, FL",County or equivalent,494593,494596,494440,494464,496535,500438,506715,516730,528453,537868,546101,553284,553543,554901,564412
47340,,18169,"Wabash County, IN",County or equivalent,32888,32888,32848,32567,32386,32269,32100,31860,31513,31380,31198,30996,30976,30888,30816
40340,,27157,"Wabasha County, MN",County or equivalent,21676,21665,21672,21610,21542,21566,21461,21387,21435,21590,21645,21627,21387,21417,21509
45820,,20197,"Wabaunsee County, KS",County or equivalent,7053,7055,7049,7038,6994,7025,6938,6887,6884,6832,6912,6931,6877,6885,6966
46140,,40145,"Wagoner County, OK",County or equivalent,73085,73082,73426,74035,74984,75654,75651,76733,77662,78984,80123,81289,80981,81377,84050
39580,,37183,"Wake County, NC",County or equivalent,900993,901052,906870,928787,952060,974198,997788,1022319,1048335,1071706,1091273,1111761,1129410,1133553,1150204
45220,,12129,"Wakulla County, FL",County or equivalent,30776,30783,30825,30973,30859,31004,31416,31523,31882,32050,32413,33739,33764,33907,34690
27530,,1127,"Walker County, AL",County or equivalent,67023,67020,66997,66585,66104,65777,65338,64931,64533,63895,63669,63521,65342,65100,64818
16860,,13295,"Walker County, GA",County or equivalent,68756,68738,68870,68801,68452,68594,68659,68537,68455,68999,69443,69761,67654,67711,68510
26660,,48471,"Walker County, TX",County or equivalent,67861,67860,68241,68409,68609,69404,70076,70836,71845,72816,73136,72971,76400,76543,77977
47460,,53071,"Walla Walla County, WA",County or equivalent,58781,58781,58915,59444,59329,59361,59510,59932,60008,60512,60615,60760,62584,62574,62682
26420,,48473,"Waller County, TX",County or equivalent,43205,43274,43519,44101,44335,45408,46765,48641,50046,51717,53512,55246,56794,57349,59781
18880,,12131,"Walton County, FL",County or equivalent,55043,55046,55217,55602,57190,59193,61186,63066,65421,68021,70732,74071,75305,75855,80069
12060,,13297,"Walton County, GA",County or equivalent,83768,83806,83992,84630,84975,86041,87526,88333,89786,91296,93202,94593,96673,97135,99853
48580,,55127,"Walworth County, WI",County or equivalent,102228,102230,102197,102643,102871,102793,103171,102475,102627,102850,103550,103868,106478,106499,106799
36900,,19179,"Wapello County, IA",County or equivalent,35625,35624,35682,35486,35431,35507,35426,35456,35265,35022,34991,34969,35437,35341,35256
33500,,38101,"Ward County, ND",County or equivalent,61675,61675,62121,64209,64863,67398,68869,70703,69489,68516,67713,67641,69919,69847,69071
48180,,13299,"Ware County, GA",County or equivalent,36312,36298,36308,36274,35893,35743,35513,35327,35648,35668,35587,35734,36251,36218,36033
19780,,19181,"Warren County, IA",County or equivalent,46225,46226,46340,46645,46895,47358,47827,48468,49356,50078,51014,51466,52403,52548,53402
29200,,18171,"Warren County, IN",County or equivalent,8508,8511,8521,8470,8392,8369,8339,8270,8165,8204,8280,8265,8440,8413,8475
14540,,21227,"Warren County, KY",County or equivalent,113792,113781,114341,115862,117389,119575,121394,124122,126419,129074,130750,132896,134554,134933,137212
41180,,29219,"Warren County, MO",County or equivalent,32513,32539,32605,32604,32738,32980,33180,33532,33871,34448,34766,35649,35532,35707,36518
46980,,28149,"Warren County, MS",County or equivalent,48773,48770,48834,48318,48215,48289,47941,47481,46958,46682,46093,45381,44722,44548,43579
10900,,34041,"Warren County, NJ",County or equivalent,108692,108642,108576,108142,107563,106897,106981,106742,106059,105715,105528,105267,109632,109595,110731
24020,,36113,"Warren County, NY",County or equivalent,65707,65692,65665,65736,65417,65083,64866,64420,64438,64365,64215,63944,65737,65638,65618
17140,,39165,"Warren County, OH",County or equivalent,212693,212798,213429,215332,217212,219216,221267,223864,226539,228709,231945,234602,242337,243004,246553
47620,,42123,"Warren County, PA",County or equivalent,41815,41811,41771,41506,41261,40954,40658,40334,40026,39679,39551,39191,38587,38480,38134
32660,,47177,"Warren County, TN",County or equivalent,39839,39824,39858,39907,39744,39875,39983,40262,40428,40717,40826,41277,40953,41023,41523
47900,47894,51187,"Warren County, VA",County or equivalent,37575,37450,37518,37646,37887,38500,40126,38716,39165,39409,40006,40164,40727,40782,40925
21780,,18173,"Warrick County, IN",County or equivalent,59689,59689,59839,60201,60347,60852,60956,61522,62005,62401,62474,62998,63898,63966,64514
25720,,49051,"Wasatch County, UT",County or equivalent,23530,23525,23644,24408,25344,26584,27814,29118,30375,31890,33067,34091,34788,35032,36173
45520,,41065,"Wasco County, OR",County or equivalent,25213,25211,25284,25216,25370,25323,25268,25457,25782,26296,26432,26682,26670,26611,26726
33660,,1129,"Washington County, AL",County or equivalent,17581,17580,17626,17355,17146,16897,16868,16832,16621,16522,16402,16326,15388,15296,15147
22220,,5143,"Washington County, AR",County or equivalent,203065,203050,204024,208051,211756,216000,219941,224434,228482,232732,236611,239187,245871,246662,250057
26980,,19183,"Washington County, IA",County or equivalent,21704,21704,21688,21822,21903,21944,22029,22145,22126,22204,22058,21965,22565,22511,22491
31140,,18175,"Washington County, IN",County or equivalent,28262,28254,28292,28196,27913,27779,27886,27774,27728,27771,27932,28036,28182,28220,28102
25180,,24043,"Washington County, MD",County or equivalent,147430,147417,147721,148776,149037,148986,149048,149068,149602,150169,150656,151049,154705,154586,154937
33460,,27163,"Washington County, MN",County or equivalent,238136,238109,238930,241410,243682,245946,248501,250386,252502,255464,258899,262440,267568,268191,272256
24740,,28151,"Washington County, MS",County or equivalent,51137,51135,51097,50455,50019,49661,49008,47959,47183,46197,45036,43909,44922,44613,43687
36540,,31177,"Washington County, NE",County or equivalent,20234,20232,19921,19918,19949,19851,19930,19917,20213,20328,20617,20729,20865,20904,20969
24020,,36115,"Washington County, NY",County or equivalent,63216,63254,63356,63091,63003,62765,62475,62246,61795,61559,61274,61204,61302,61143,60956
31930,,39167,"Washington County, OH",County or equivalent,61778,61787,61713,61607,61447,61364,61160,61020,60598,60491,60111,59911,59771,59613,59423
12780,,40147,"Washington County, OK",County or equivalent,50976,50979,51069,51362,51627,51646,51997,52091,52027,51996,51791,51527,52455,52593,52772
38900,,41067,"Washington County, OR",County or equivalent,529710,529862,531638,540967,548524,555264,562316,572664,584910,591336,596904,601592,600372,600689,600811
38300,,42125,"Washington County, PA",County or equivalent,207820,207849,207938,208059,208296,208046,207963,207718,207386,207075,207018,206865,209349,209157,209470
39300,,44009,"Washington County, RI",County or equivalent,126979,127089,127097,126533,126291,126433,126353,126185,126129,126314,126097,125577,129839,129753,130592
27740,,47179,"Washington County, TN",County or equivalent,122979,123063,123384,123887,124873,125397,125745,126137,127247,127603,128661,129375,133001,133080,134236
14780,,48477,"Washington County, TX",County or equivalent,33718,33699,33708,33966,33930,34201,34403,34836,34740,34861,35496,35882,35805,35837,35891
41100,,49053,"Washington County, UT",County or equivalent,138115,138115,138389,141249,144139,146987,151081,154650,159352,165929,171567,177556,180279,181924,191226
28700,,51191,"Washington County, VA",County or equivalent,54876,54961,54967,54831,55095,54776,54603,54268,54100,54179,54067,53740,53935,53839,53635
12740,,50023,"Washington County, VT",County or equivalent,59534,59524,59570,59591,59407,59218,58961,58652,58355,58253,58079,58409,59807,59748,59969
33340,,55131,"Washington County, WI",County or equivalent,131887,131885,131988,132337,132732,132929,133601,133906,134310,134930,135445,136034,136761,136732,137175
14220,,22117,"Washington Parish, LA",County or equivalent,47168,47140,47089,47127,46676,46407,46319,46358,46387,46649,46588,46194,45463,45370,45133
39900,,32031,"Washoe County, NV",County or equivalent,421407,421429,421954,423996,427370,431083,436307,442453,449723,456629,464354,471519,486492,487388,493392
11460,,26161,"Washtenaw County, MI",County or equivalent,344791,345163,345717,349753,352303,356040,360021,362975,366135,368807,369483,367601,372258,371656,369390
14380,,37189,"Watauga County, NC",County or equivalent,51079,51061,50972,51626,52062,52295,52395,53093,54140,55181,56034,56177,54086,54072,54234
33340,,55133,"Waukesha County, WI",County or equivalent,389891,389946,390028,390837,392810,394147,395397,396237,398521,400899,402522,404198,406978,407148,408756
27700,,13305,"Wayne County, GA",County or equivalent,30099,30097,30074,30294,30320,29990,29891,29430,29974,29797,29810,29927,30144,30155,30380
39980,,18177,"Wayne County, IN",County or equivalent,68917,68996,68889,68636,68224,67785,67378,66972,66630,66179,66046,65884,66553,66455,66456
19820,19804,26163,"Wayne County, MI",County or equivalent,1820584,1820473,1815081,1803189,1795929,1780225,1771679,1764872,1760612,1757217,1754453,1749343,1793561,1790225,1774816
24140,,37191,"Wayne County, NC",County or equivalent,122623,122661,122886,124038,124559,124587,124586,124342,124269,123034,123237,123131,117333,117226,116835
40380,,36117,"Wayne County, NY",County or equivalent,93772,93751,93751,93256,93029,92339,91801,91291,90758,90429,90200,89918,91283,91103,90923
49300,,39169,"Wayne County, OH",County or equivalent,114520,114516,114394,114649,115029,115400,115912,116214,116613,116168,115790,115710,116894,116840,116710
26580,,54099,"Wayne County, WV",County or equivalent,42481,42506,42466,42194,41885,41840,41517,41211,40724,40215,39961,39402,38982,38830,38498
44420,,51820,"Waynesboro city, VA",County or equivalent,21006,20998,20993,21103,21066,21167,21305,21542,21757,22242,22531,22630,22196,22279,22550
32280,,47183,"Weakley County, TN",County or equivalent,35021,35015,35044,34857,34554,34155,34001,33872,33610,33325,33413,33328,32902,32864,33036
29700,,48479,"Webb County, TX",County or equivalent,250304,250304,251370,255935,260595,264430,267465,269865,272301,273691,275120,276652,267114,267234,267945
36260,,49057,"Weber County, UT",County or equivalent,231236,231218,232133,233847,236251,238062,240152,242872,247131,251576,255697,260213,262223,262828,267066
22700,,19187,"Webster County, IA",County or equivalent,38013,38011,37879,37745,37323,37327,37069,37066,36781,36637,36339,35904,36999,36954,37147
44180,,29225,"Webster County, MO",County or equivalent,36202,36264,36320,36448,36448,36626,37042,37604,38154,38745,39179,39592,39085,39168,39735
44260,,28155,"Webster County, MS",County or equivalent,10253,10264,10268,10192,10088,9947,9995,9873,9758,9732,9788,9689,9926,9921,9983
33380,,22119,"Webster Parish, LA",County or equivalent,41207,41207,41199,41244,40908,40660,40285,40061,39751,39264,38792,38340,36967,36864,36184
24540,,8123,"Weld County, CO",County or equivalent,252825,252827,254207,258827,264131,270165,277112,285819,295712,305885,314815,324492,328981,331358,340036
12940,,22121,"West Baton Rouge Parish, LA",County or equivalent,23788,23785,23951,24109,24149,24654,25192,25554,25901,26184,26400,26465,27199,27236,27792
12940,,22125,"West Feliciana Parish, LA",County or equivalent,15625,15625,15641,15517,15476,15462,15379,15383,15327,15371,15492,15568,15310,15256,15494
35620,35614,36119,"Westchester County, NY",County or equivalent,949113,949218,950601,956262,959585,964567,967044,968773,970267,969689,968213,967506,1004457,1003245,997895
38300,,42129,"Westmoreland County, PA",County or equivalent,365169,365071,365028,364436,362787,360663,358866,356923,354665,352006,350459,348899,354663,353998,353057
23940,,56045,"Weston County, WY",County or equivalent,7208,7208,7198,7142,7077,7136,7138,7208,7220,6968,6924,6927,6838,6809,6745
15620,,26165,"Wexford County, MI",County or equivalent,32735,32735,32739,32640,32521,32479,32851,32889,33081,33234,33446,33631,33673,33676,33901
